Minerale,Ub,Regione,Titolo,Anno,Produzione,Operatore,Gennaio,Febbraio,Marzo,Aprile,Maggio,Giugno,Luglio,Agosto,Settembre,Ottobre,Novembre,Dicembre,Totale
Gas,Terra,Toscana,PIETRAMALA,2012.0,1189.2,SIM,111547.0,78860.0,105075.0,85197.0,112971.0,98522.0,100319.0,93921.0,110621.0,102874.0,99337.0,89956.0,1189200.0
Gas,Terra,Emilia Romagna,PIGAZZANO,2012.0,1481.533,GAS PLUS ITALIANA,190948.0,191301.0,159769.0,143583.0,105251.0,74580.0,64457.0,61167.0,61108.0,114726.0,118600.0,196043.0,1481533.0
Gas,Terra,Emilia Romagna,POGGIO CASTIONE,2012.0,104.779,SOCOPLUS,861.0,0.01,4033.0,10320.0,12859.0,9263.0,5351.0,9814.0,6783.0,13401.0,16014.0,16080.0,104779.0
Gas,Terra,Basilicata,POLICORO,2012.0,5364.758,GAS PLUS ITALIANA,638642.0,612204.0,587731.0,475624.0,518833.0,367173.0,436405.0,441352.0,360100.0,346660.0,312627.0,267407.0,5364758.0
Gas,Terra,Emilia Romagna,PONTETIDONE,2012.0,297.498,GAS PLUS ITALIANA,41745.0,64460.0,1690.0,33555.0,42276.0,32379.0,30820.0,25370.0,22677.0,2447.0,79.0,0.01,297498.0
Gas,Terra,Marche,PORTO CIVITANOVA,2012.0,987.933,GAS PLUS ITALIANA,136127.0,115879.0,128002.0,115963.0,123957.0,106384.0,94051.0,100846.0,66724.0,0.01,0.01,0.01,987933.0
Gas,Terra,Emilia Romagna,PORTO CORSINI TERRA,2012.0,1019.215,SOCIETÀ PADANA ENERGIA,0.01,0.01,0.01,40945.0,0.01,0.01,0.01,26704.0,244883.0,266719.0,213121.0,226843.0,1019215.0
Gas,Terra,Emilia Romagna,QUARTO,2012.0,2592.772,SOCIETÀ PADANA ENERGIA,243120.0,213180.0,232838.0,219820.0,228424.0,206926.0,211514.0,236445.0,189551.0,207865.0,150244.0,252845.0,2592772.0
Gas,Terra,Sicilia,RAGUSA,2012.0,16966.953,ENI MEDITERRANEA IDROCARBURI,1346687.0,1456190.0,1450253.0,1330980.0,1420119.0,1457581.0,1300071.0,1289610.0,1477306.0,1441655.0,1625826.0,1370675.0,16966953.0
Gas,Terra,Basilicata,RECOLETA,2012.0,4173.834,GAS PLUS ITALIANA,400763.0,375984.0,411240.0,389883.0,387058.0,316815.0,389953.0,239075.0,241155.0,351869.0,352236.0,317803.0,4173834.0
Gas,Terra,Emilia Romagna,RECOVATO,2012.0,23616.736,GAS PLUS ITALIANA,1554269.0,1180296.0,1494125.0,892210.0,1988995.0,2116509.0,2213814.0,2348442.0,2340203.0,2572680.0,2485847.0,2429346.0,23616736.0
Gas,Terra,Sicilia,ROCCA CAVALLO,2012.0,37247.718,ENI MEDITERRANEA IDROCARBURI,3125620.0,2941401.0,3192009.0,3091928.0,3205453.0,3141063.0,3204672.0,3175103.0,3041068.0,3110779.0,2994760.0,3023862.0,37247718.0
Gas,Terra,Veneto,S. ANDREA,2012.0,456.872,CANOEL ITALIA,40448.0,37481.0,37469.0,38572.0,41418.0,41748.0,35874.0,31980.0,36675.0,38658.0,37143.0,39406.0,456872.0
Gas,Terra,Sicilia,S. ANNA,2012.0,7289.143,ENI MEDITERRANEA IDROCARBURI,420977.0,466344.0,583264.0,603881.0,632843.0,657255.0,701281.0,699892.0,633807.0,646818.0,609513.0,633268.0,7289143.0
Gas,Terra,Marche,S. BENEDETTO DEL TRONTO,2012.0,3822.495,ENI,224579.0,272227.0,321024.0,310920.0,353312.0,361698.0,340999.0,340051.0,283657.0,355688.0,322634.0,335706.0,3822495.0
Gas,Terra,Abruzzo,S. MAURO,2012.0,2501.397,GAS PLUS ITALIANA,210134.0,214338.0,233020.0,70437.0,242994.0,231593.0,209541.0,228422.0,221996.0,212065.0,214769.0,212088.0,2501397.0
Gas,Terra,Emilia Romagna,SALSOMAGGIORE I,2012.0,565.347,TERME DI SALSOMAGGIORE E DI TABIANO,55370.0,36366.0,59126.0,48476.0,59534.0,19056.0,38807.0,61920.0,73872.0,51001.0,41519.0,20300.0,565347.0
Gas,Terra,Marche,SAN MARCO,2012.0,7229.186,ENERGEAN ITALY,610687.0,550410.0,547734.0,468826.0,492989.0,538293.0,553488.0,660731.0,685313.0,694409.0,713153.0,713153.0,7229186.0
Gas,Terra,Emilia Romagna,SANTERNO,2012.0,298.265,SOCIETÀ PADANA ENERGIA,35545.0,25924.0,28599.0,28898.0,25284.0,20453.0,13742.0,29173.0,0.01,44928.0,23134.0,22585.0,298265.0
Gas,Terra,Basilicata,SCANZANO,2012.0,60.61,ROCKHOPPER ITALIA,5333.0,4889.0,6924.0,5074.0,6519.0,5749.0,4221.0,3037.0,4050.0,5006.0,4640.0,5168.0,60610.0
Gas,Terra,Puglia,SEDIA D'ORLANDO,2012.0,1298.779,ENI,81427.0,346622.0,326975.0,276197.0,232286.0,35272.0,0.01,0.01,0.01,0.01,0.01,0.01,1298779.0
Gas,Terra,Basilicata,SERRA PIZZUTA,2012.0,10827.549,ENI,842781.0,804449.0,472179.0,1048764.0,1100216.0,871906.0,973373.0,984135.0,906247.0,958221.0,913392.0,951886.0,10827549.0
Gas,Terra,Marche,SETTEFINESTRE,2012.0,16206.654,GAS PLUS ITALIANA,1228924.0,1314599.0,1265520.0,1206177.0,1077337.0,1376279.0,1397955.0,1397851.0,1436160.0,1522626.0,1470979.0,1512247.0,16206654.0
Gas,Terra,Emilia Romagna,SILLARO,2012.0,19440.084,APENNINE ENERGY,1602859.0,1340914.0,1820515.0,1790804.0,1846194.0,1740200.0,1631600.0,1592733.0,1521660.0,1425066.0,1524094.0,1603445.0,19440084.0
Gas,Terra,Lombardia,SORESINA,2012.0,9512.628,ENI,804076.0,725847.0,782092.0,789624.0,813748.0,796992.0,824692.0,823564.0,800520.0,830524.0,764561.0,756388.0,9512628.0
Gas,Terra,Emilia Romagna,SPILAMBERTO,2012.0,33379.8,SOCIETÀ PADANA ENERGIA,3020965.0,3218208.0,3263575.0,2887797.0,3058215.0,2678043.0,2737182.0,600640.0,2993542.0,3256863.0,3093810.0,2570960.0,33379800.0
Gas,Terra,Puglia,TERTIVERI,2012.0,132202.051,ENI,10153288.0,9289717.0,9937507.0,8698363.0,10637881.0,11284437.0,12144771.0,12007070.0,12001128.0,12555040.0,11745682.0,11747167.0,132202051.0
Gas,Terra,Puglia,TORRENTE CELONE,2012.0,878.59,ROCKHOPPER ITALIA,56981.0,44267.0,49343.0,69609.0,58937.0,77494.0,95076.0,89367.0,87960.0,89929.0,82198.0,77429.0,878590.0
Gas,Terra,Molise,TORRENTE CIGNO,2012.0,4471.106,CANOEL ITALIA,465449.0,430534.0,377014.0,220112.0,469642.0,455864.0,169658.0,471038.0,352076.0,135283.0,453265.0,471171.0,4471106.0
Gas,Terra,Marche,TORRENTE MENOCCHIA,2012.0,4366.301,ENERGEAN ITALY,232416.0,365343.0,385003.0,317735.0,407434.0,389963.0,399552.0,396628.0,309031.0,395947.0,372709.0,394540.0,4366301.0
Gas,Terra,Emilia Romagna,TRIGNANO,2012.0,162.432,COIMEPA SERVIZI,10224.0,9658.0,10017.0,13206.0,11956.0,11183.0,18236.0,18275.0,14495.0,16763.0,12673.0,15746.0,162432.0
Gas,Terra,Basilicata,VAL D'AGRI,2012.0,1228468.735,ENI,98351457.0,101052935.0,106257733.0,102612836.0,90644896.0,105681946.0,107061517.0,104767566.0,99748624.0,105174100.0,101375441.0,105739684.0,1228468735.0
Gas,Terra,Puglia,VALLE DEL ROVELLO,2012.0,213.622,METANO PUGLIA,7660.0,16925.0,18292.0,16553.0,22609.0,15509.0,21315.0,16101.0,13405.0,15864.0,19401.0,29988.0,213622.0
Gas,Terra,Emilia Romagna,VETTA,2012.0,628.212,AIMAG,55448.0,48419.0,55991.0,52998.0,52428.0,46380.0,49239.0,57352.0,52056.0,55329.0,51151.0,51421.0,628212.0
Gas,Terra,Piemonte,VILLAFORTUNA-TRECATE,2012.0,24554.194,ENI,2777071.0,1322848.0,2461311.0,2340761.0,2276987.0,2088573.0,2089258.0,2026632.0,1934730.0,1926713.0,1712094.0,1597216.0,24554194.0
Gas,Mare,Zona A,A.C 1.AG,2013.0,75412.237,ENI,6811078.0,6277538.0,6701055.0,6287870.0,6391818.0,6029922.0,6213728.0,6161224.0,6060511.0,6210064.0,6107024.0,6160405.0,75412237.0
Gas,Mare,Zona A,A.C 2.AS,2013.0,47810.66,ENI,4120574.0,3643123.0,4038455.0,4037365.0,3941326.0,3813578.0,4246866.0,4086029.0,3966689.0,4216669.0,3852282.0,3847704.0,47810660.0
Gas,Mare,Zona A,A.C 3.AS,2013.0,118865.475,ENI,11221911.0,9842828.0,10671287.0,10615929.0,10722766.0,9932667.0,9893950.0,9658011.0,9052108.0,9309798.0,8691875.0,9252345.0,118865475.0
Gas,Mare,Zona A,A.C 4.AS,2013.0,38625.898,ENI,2842688.0,2716462.0,3559488.0,3302232.0,3194868.0,2890242.0,3147356.0,3435277.0,3488337.0,3461338.0,3174017.0,3413593.0,38625898.0
Gas,Mare,Zona A,A.C 5.AV,2013.0,14164.491,ENI,1201750.0,1214919.0,1286926.0,1191724.0,1209392.0,1080537.0,1067912.0,1017557.0,970126.0,1200219.0,1377189.0,1346240.0,14164491.0
Gas,Mare,Zona A,A.C 6.AS,2013.0,19966.811,ENI,1694032.0,1712596.0,1814101.0,1679900.0,1704806.0,1523166.0,1505369.0,1434387.0,1367527.0,1691876.0,1941339.0,1897712.0,19966811.0
Gas,Mare,Zona A,A.C 7.AS,2013.0,788950.003,ENI,80692083.0,71205702.0,74560709.0,69168598.0,66926516.0,66020903.0,66824688.0,63196868.0,56620525.0,61452001.0,56741109.0,55540301.0,788950003.0
Gas,Mare,Zona A,A.C 8.ME,2013.0,53991.691,ENI,4911656.0,4274108.0,4562672.0,4200861.0,4395735.0,4218242.0,4092395.0,5784755.0,4670452.0,4145020.0,4238205.0,4497590.0,53991691.0
Gas,Mare,Zona A,A.C 11.AG,2013.0,524922.449,ENI,29596038.0,35811564.0,41322381.0,53002161.0,59129937.0,55892899.0,55790.0,53481625.0,48756355.0,51835954.0,49010455.0,47027290.0,524922449.0
Gas,Mare,Zona A,A.C 12.AG,2013.0,157523.651,ENI,18107061.0,18229971.0,17738804.0,14036124.0,12608558.0,11425862.0,11977987.0,11625917.0,10995535.0,12951850.0,9614355.0,8211627.0,157523651.0
Gas,Mare,Zona A,A.C 13.AS,2013.0,228885.294,ENI,23900835.0,21178733.0,23008989.0,22057423.0,21181006.0,19544625.0,19203324.0,17461407.0,15263466.0,16349911.0,13505353.0,16230222.0,228885294.0
Gas,Mare,Zona A,A.C 17.AG,2013.0,7074.319,ENI,823503.0,292738.0,273455.0,283250.0,186933.0,168915.0,153772.0,142437.0,1348991.0,2260859.0,831958.0,307508.0,7074319.0
Gas,Mare,Zona A,A.C 18.AG,2013.0,146638.657,ENI,14721111.0,13518390.0,13432820.0,12146440.0,11913819.0,10925359.0,11808676.0,11781245.0,11749665.0,12137079.0,10846792.0,11657261.0,146638657.0
Gas,Mare,Zona A,A.C 21.AG,2013.0,41021.956,ENI,3391723.0,3137105.0,3600376.0,3497009.0,3703742.0,3518975.0,3592860.0,3612562.0,3404153.0,3455914.0,3112701.0,2994836.0,41021956.0
Gas,Mare,Zona A,A.C 24.EA,2013.0,7082.104,ENI,572514.0,492282.0,540687.0,490240.0,511043.0,467896.0,442284.0,898054.0,756922.0,683047.0,622063.0,605072.0,7082104.0
Gas,Mare,Zona A,A.C 25.EA,2013.0,27542.951,ENI,2556624.0,2284911.0,2461983.0,2396962.0,2428341.0,2263059.0,2283324.0,2244721.0,2142058.0,2199364.0,2097120.0,2184484.0,27542951.0
Gas,Mare,Zona A,A.C 26.EA,2013.0,62478.306,ENI,5786989.0,5072660.0,5706704.0,5321445.0,5583835.0,5349581.0,5448400.0,5292649.0,4897282.0,4851367.0,4574347.0,4593047.0,62478306.0
Gas,Mare,Zona A,A.C 27.EA,2013.0,394274.926,ENI,19026859.0,16920015.0,20569538.0,25249188.0,29571933.0,31812997.0,37676686.0,37637449.0,41648116.0,46781088.0,43347920.0,44033137.0,394274926.0
Gas,Mare,Zona A,A.C 29.EA,2013.0,61623.587,ENI,5855085.0,5258074.0,5799211.0,5567741.0,5708737.0,5481022.0,5661219.0,3139661.0,4039828.0,4897201.0,4946079.0,5269729.0,61623587.0
Gas,Mare,Zona A,A.C 30.EA,2013.0,5142.869,ENI,1328467.0,189370.0,98212.0,285459.0,470227.0,677285.0,593120.0,437369.0,344571.0,267880.0,225768.0,225141.0,5142869.0
Gas,Mare,Zona A,A.C 32.AG,2013.0,124120.837,ENI,13309974.0,11786334.0,12220474.0,11493966.0,11233202.0,10307543.0,9859130.0,8901973.0,8545219.0,9150157.0,8458011.0,8854854.0,124120837.0
Gas,Mare,Zona A,A.C 33.AG,2013.0,185597.394,ENI,16728484.0,15011384.0,16498139.0,15823738.0,16126963.0,15645116.0,15603556.0,15229936.0,14815946.0,15100082.0,14208394.0,14805656.0,185597394.0
Gas,Mare,Zona A,A.C 34.AG,2013.0,87277.858,ENI,7283904.0,6707893.0,7165864.0,6578990.0,6156012.0,6376168.0,7967972.0,7915491.0,7838303.0,8067246.0,7543237.0,7676778.0,87277858.0
Gas,Mare,Zona A,A.C 35.AG,2013.0,113385.262,ENI,16188619.0,14349339.0,12023380.0,10879654.0,10908439.0,10259859.0,9685912.0,8563455.0,5217246.0,5405937.0,5049647.0,4853775.0,113385262.0
Gas,Mare,Zona B,B.C 1.LF,2013.0,274.045,ENERGEAN ITALY,26389.0,20359.0,22767.0,24345.0,25083.0,20024.0,23777.0,25040.0,21626.0,21740.0,20283.0,22612.0,274045.0
Gas,Mare,Zona B,B.C 2.LF,2013.0,4048.582,ENERGEAN ITALY,346486.0,316098.0,347399.0,327879.0,329693.0,380023.0,347326.0,380656.0,292442.0,334035.0,316811.0,329734.0,4048582.0
Gas,Mare,Zona B,B.C 3.AS,2013.0,43113.364,ENI,2269221.0,2585078.0,3733655.0,3712124.0,3891342.0,4090725.0,4089385.0,3387873.0,3648942.0,3728366.0,3126410.0,4850243.0,43113364.0
Gas,Mare,Zona B,B.C 4.AS,2013.0,14933.685,ENI,805736.0,1235776.0,1294995.0,1348196.0,1356780.0,1358493.0,1268618.0,1394858.0,1210220.0,1282277.0,1035667.0,1342069.0,14933685.0
Gas,Mare,Zona B,B.C 5.AS,2013.0,49464.612,ENI,4729773.0,4498638.0,5179015.0,4664348.0,4304512.0,4134920.0,4145270.0,4107420.0,3772688.0,4053193.0,2184067.0,3690768.0,49464612.0
Gas,Mare,Zona B,B.C 7.LF,2013.0,685.244,ENERGEAN ITALY,140604.0,177561.0,98792.0,58236.0,124765.0,8585.0,27839.0,0.01,25366.0,23496.0,0.01,0.01,685244.0
Gas,Mare,Zona B,B.C 9.AS,2013.0,9915.443,ENI,755010.0,642965.0,948564.0,939030.0,1080624.0,902012.0,838390.0,837018.0,793976.0,873113.0,973048.0,331693.0,9915443.0
Gas,Mare,Zona B,B.C 10.AS,2013.0,144778.97,ENI,13740798.0,12169601.0,13416853.0,12846774.0,13057831.0,12368061.0,11032025.0,10757631.0,10749460.0,11557342.0,11337197.0,11745397.0,144778970.0
Gas,Mare,Zona B,B.C 13.AS,2013.0,189357.444,ENI,23318330.0,19565654.0,19834914.0,18104137.0,17317945.0,15663649.0,15009138.0,13797681.0,12734065.0,12714835.0,11254415.0,10042681.0,189357444.0
Gas,Mare,Zona B,B.C 14.AS,2013.0,53770.493,ENI,6314770.0,5453073.0,5853694.0,5241405.0,4949758.0,4469610.0,4151619.0,3839922.0,3458415.0,3637831.0,3243169.0,3157227.0,53770493.0
Gas,Mare,Zona B,B.C 15.AV,2013.0,0.019,ENI,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.0,0.01,0.01,0.01,0.01,19.0
Gas,Mare,Zona B,B.C 17.TO,2013.0,257104.131,ENI,24033638.0,21287970.0,23203629.0,22207889.0,22805439.0,22234691.0,17195023.0,20381422.0,20748730.0,21801440.0,20476908.0,20727352.0,257104131.0
Gas,Mare,Zona B,B.C 21.AG,2013.0,1331.948,ENI,46502.0,0.01,101096.0,161291.0,177770.0,0.01,178554.0,209073.0,203323.0,197645.0,56694.0,0.01,1331948.0
Gas,Mare,Zona B,B.C 22.AG,2013.0,43655.534,ENI,5397584.0,4673957.0,4937896.0,4501052.0,4245459.0,3506870.0,3277455.0,3089278.0,2745459.0,2791012.0,2449902.0,2039610.0,43655534.0
Gas,Mare,Zona C,C.C 1.AG,2013.0,12478.342,ENI MEDITERRANEA IDROCARBURI,61287.0,55356.0,61287.0,59310.0,61287.0,59310.0,2742235.0,1851757.0,2068263.0,1938072.0,1824608.0,1695570.0,12478342.0
Gas,Mare,Zona C,C.C 3.AG,2013.0,3121.631,ENI MEDITERRANEA IDROCARBURI,207928.0,191747.0,257864.0,261986.0,288723.0,257033.0,286038.0,278553.0,256821.0,266005.0,249759.0,319174.0,3121631.0
Gas,Mare,Zona C,C.C 6.EO,2013.0,849.891,ENERGEAN ITALY,71179.0,66107.0,70866.0,67300.0,71948.0,67811.0,71754.0,73669.0,71995.0,73856.0,72829.0,70577.0,849891.0
Gas,Mare,Zona A,CERVIA MARE,2013.0,149253.58,ENI,11979899.0,11447949.0,1500701.0,13916549.0,13464085.0,12180304.0,13263855.0,14477239.0,14700849.0,14587067.0,13376214.0,14358869.0,149253580.0
Gas,Mare,Zona D,D.C 1.AG,2013.0,674600.219,ENI,60321710.0,54339913.0,58217599.0,57388703.0,58756781.0,55729734.0,56440095.0,56062918.0,53904810.0,54440749.0,52557790.0,56439417.0,674600219.0
Gas,Mare,Zona D,D.C 2.AG,2013.0,41015.605,ENI,4188170.0,3873593.0,3800127.0,3183081.0,3225212.0,3479879.0,3431813.0,3303524.0,3023071.0,3121244.0,3138017.0,3247874.0,41015605.0
Gas,Mare,Zona D,D.C 4.AG,2013.0,76367.802,ENI,6332841.0,5790981.0,7260341.0,6306227.0,6475155.0,6338884.0,6409156.0,6566083.0,6247967.0,6592262.0,6114630.0,5933275.0,76367802.0
Gas,Mare,Zona F,F.C 2.AG,2013.0,30274.733,ENI,1019476.0,680736.0,601672.0,2127884.0,3158248.0,3312140.0,3242097.0,3184899.0,3331153.0,3312914.0,3015601.0,3287913.0,30274733.0
Gas,Mare,Zona A,FASCIA CERVIA MARE,2013.0,74492.807,ENI,5482327.0,5238892.0,6864728.0,6368590.0,6161530.0,5574037.0,6069900.0,6625177.0,6727507.0,6675437.0,6121318.0,6583364.0,74492807.0
Gas,Mare,Zona A,PORTO CORSINI MARE,2013.0,76844.731,ENI,7123493.0,6442994.0,6995681.0,6619036.0,6498642.0,6310208.0,6409058.0,5983145.0,6042193.0,6261664.0,5980931.0,6177686.0,76844731.0
Gas,Terra,Emilia Romagna,BARIGAZZO,2013.0,448.293,AIMAG,39562.0,35589.0,38600.0,38381.0,39393.0,38346.0,39768.0,38198.0,37072.0,28075.0,37208.0,38101.0,448293.0
Gas,Terra,Sicilia,BRONTE-S.NICOLA,2013.0,62220.016,ENI MEDITERRANEA IDROCARBURI,5484929.0,4856055.0,5358890.0,5248502.0,5410883.0,5196400.0,5247095.0,4928960.0,5069657.0,5230000.0,5026019.0,5162626.0,62220016.0
Gas,Terra,Puglia,CANDELA,2013.0,142515.872,ENI,14312914.0,13887754.0,14300632.0,12338882.0,10393163.0,9746175.0,12437611.0,5960112.0,11710871.0,12485460.0,12805982.0,12136316.0,142515872.0
Gas,Terra,Calabria,CAPO COLONNE,2013.0,9057.795,ENI,906008.0,834831.0,859661.0,725976.0,744447.0,732344.0,722194.0,720969.0,698037.0,700421.0,694300.0,718607.0,9057795.0
Gas,Terra,Marche,CAPPARUCCIA,2013.0,65778.479,ENI,8053500.0,6792073.0,7024339.0,6837234.0,6440646.0,5665280.0,5392127.0,4707874.0,4138435.0,4104156.0,3484963.0,3137852.0,65778479.0
Gas,Terra,Marche,CASA BALLEANI,2013.0,274.341,GAS PLUS ITALIANA,31694.0,31803.0,18613.0,15363.0,23487.0,20502.0,21534.0,31449.0,16163.0,20682.0,27838.0,15213.0,274341.0
Gas,Terra,Marche,CASA MAGGI,2013.0,1127.648,GAS PLUS ITALIANA,95166.0,92643.0,118868.0,100171.0,108011.0,107784.0,102105.0,69410.0,75263.0,102040.0,87950.0,68237.0,1127648.0
Gas,Terra,Lombardia,CASCINA CASTELLO,2013.0,3126.119,APENNINE ENERGY,516460.0,468492.0,530269.0,439722.0,226412.0,164342.0,152725.0,154119.0,146162.0,160005.0,81926.0,85485.0,3126119.0
Gas,Terra,Sicilia,CASE SCHILLACI,2013.0,28763.0,ENI MEDITERRANEA IDROCARBURI,2719290.0,2392725.0,2552176.0,2522846.0,2460103.0,2303384.0,2360610.0,2410475.0,2323539.0,2328921.0,2176372.0,2212559.0,28763000.0
Gas,Terra,Lombardia,CASTEGGIO,2013.0,1557.978,GAS PLUS ITALIANA,103646.0,171492.0,191857.0,179939.0,90346.0,80887.0,174469.0,52737.0,165468.0,125606.0,106605.0,114926.0,1557978.0
Gas,Terra,Lombardia,CAVIAGA,2013.0,5385.158,ENI,498892.0,444724.0,469674.0,447475.0,485650.0,461055.0,477459.0,392113.0,409626.0,456402.0,421115.0,420973.0,5385158.0
Gas,Terra,Abruzzo,CELLINO STOCCAGGIO,2013.0,11833.128,EDISON STOCCAGGIO,1111201.0,1060709.0,1135961.0,575964.0,1064180.0,985030.0,1069088.0,1053094.0,999482.0,754458.0,981827.0,1042134.0,11833128.0
Gas,Terra,Veneto,COLLALTO STOCCAGGIO,2013.0,1288.435,EDISON STOCCAGGIO,183794.0,152112.0,113045.0,89569.0,178636.0,60300.0,0.01,0.01,14991.0,181280.0,151550.0,163158.0,1288435.0
Gas,Terra,Molise,COLLE DI LAURO,2013.0,10029.713,ENERGEAN ITALY,1514019.0,1269580.0,1136023.0,642798.0,1532080.0,1467388.0,1518536.0,949289.0,0.01,0.01,0.01,0.01,10029713.0
Gas,Terra,Abruzzo,COLLE S. GIOVANNI,2013.0,25960.461,ENI,3073782.0,2530274.0,2012417.0,2525898.0,2418876.0,2241788.0,2194796.0,2043871.0,1764916.0,1791375.0,1663249.0,1699219.0,25960461.0
Gas,Terra,Sicilia,COMISO SECONDO,2013.0,4751.965,ENERGEAN SICILIA,447350.0,388494.0,543590.0,287300.0,495347.0,277613.0,397025.0,368275.0,34575.0,552453.0,508730.0,451213.0,4751965.0
Gas,Terra,Emilia Romagna,DOSSO DEGLI ANGELI,2013.0,153205.937,ENI,13708330.0,12278297.0,13701790.0,13389909.0,13618436.0,12742896.0,12677085.0,12463698.0,11943918.0,12546700.0,12065409.0,12069469.0,153205937.0
Gas,Terra,Abruzzo,FILETTO,2013.0,4826.408,GAS PLUS ITALIANA,508438.0,434018.0,453773.0,422142.0,400367.0,373592.0,374402.0,393710.0,389637.0,384106.0,328468.0,363755.0,4826408.0
Gas,Terra,Marche,FIUME TENNA,2013.0,368.442,ENERGEAN ITALY,43098.0,36092.0,41500.0,38446.0,34980.0,30085.0,0.01,0.01,0.01,15913.0,87177.0,41151.0,368442.0
Gas,Terra,Sicilia,FIUMETTO,2013.0,87343.754,ENI MEDITERRANEA IDROCARBURI,8083509.0,6872393.0,7266297.0,7724306.0,7563472.0,7062090.0,7450396.0,7154662.0,6906360.0,6905298.0,6858387.0,7496584.0,87343754.0
Gas,Terra,Emilia Romagna,FORNOVO DI TARO,2013.0,12649.327,GAS PLUS ITALIANA,1236468.0,1068781.0,1128286.0,1095694.0,1036075.0,690930.0,1124387.0,1175180.0,1098810.0,1016453.0,955719.0,1022544.0,12649327.0
Gas,Terra,Emilia Romagna,GAGGIOLA,2013.0,1524.289,LAZZI GAS,133752.0,121452.0,132610.0,121089.0,126518.0,125131.0,130929.0,128287.0,124987.0,127644.0,120643.0,131247.0,1524289.0
Gas,Terra,Sicilia,GAGLIANO,2013.0,29158.896,ENI MEDITERRANEA IDROCARBURI,2403962.0,2584030.0,2218389.0,1808992.0,2481337.0,3308346.0,2501797.0,2825265.0,2651171.0,2676789.0,2400958.0,1297860.0,29158896.0
Gas,Terra,Basilicata,GARAGUSO,2013.0,145.79,ENERGEAN ITALY,27033.0,25998.0,21245.0,9594.0,4918.0,3744.0,3207.0,3022.0,2881.0,4228.0,13025.0,26895.0,145790.0
Gas,Terra,Sicilia,GELA-AGIP,2013.0,9785.344,ENI MEDITERRANEA IDROCARBURI,682727.0,610651.0,790703.0,782158.0,872959.0,816891.0,842587.0,858770.0,897858.0,853381.0,871104.0,905555.0,9785344.0
Gas,Terra,Sicilia,GIAURONE,2013.0,910.042,ENI MEDITERRANEA IDROCARBURI,57526.0,61831.0,81130.0,79121.0,80955.0,77980.0,80227.0,80115.0,77490.0,78057.0,77056.0,78554.0,910042.0
Gas,Terra,Emilia Romagna,GRECCHIA,2013.0,994.09,CH4 LIZZANO,184530.0,163380.0,151020.0,48840.0,28790.0,28250.0,24650.0,26460.0,20820.0,57450.0,101030.0,158870.0,994090.0
Gas,Terra,Basilicata,IL SALICE,2013.0,7695.893,GAS PLUS ITALIANA,737850.0,646441.0,707393.0,615581.0,613244.0,643393.0,641907.0,687380.0,696696.0,665728.0,527890.0,512390.0,7695893.0
Gas,Terra,Sicilia,IRMINIO,2013.0,2120.693,IRMINIO,214338.0,196186.0,168657.0,150875.0,149967.0,182692.0,184764.0,194109.0,164644.0,170945.0,175505.0,168011.0,2120693.0
Gas,Terra,Sicilia,LIPPONE-MAZARA,2013.0,6111.247,ENI MEDITERRANEA IDROCARBURI,491906.0,896002.0,487238.0,467695.0,487336.0,448704.0,485822.0,473166.0,469192.0,466009.0,459777.0,478400.0,6111247.0
Gas,Terra,Puglia,LUCERA,2013.0,9911.734,GAS PLUS ITALIANA,845359.0,864287.0,983700.0,972447.0,1004186.0,797223.0,738281.0,744470.0,709002.0,729173.0,754327.0,769279.0,9911734.0
Gas,Terra,Marche,MACERATA,2013.0,1804.584,GAS PLUS ITALIANA,100055.0,145215.0,160168.0,149966.0,178219.0,94352.0,162279.0,169094.0,163477.0,154362.0,156876.0,170521.0,1804584.0
Gas,Terra,Molise,MAFALDA,2013.0,578.99,GAS PLUS ITALIANA,90852.0,83094.0,43521.0,25902.0,92637.0,98040.0,93571.0,51373.0,0.01,0.01,0.01,0.01,578990.0
Gas,Terra,Puglia,MASSERIA ACQUASALSA,2013.0,430.847,GAS PLUS ITALIANA,32730.0,35784.0,38737.0,38991.0,38552.0,34263.0,37250.0,33941.0,33580.0,31544.0,37507.0,37968.0,430847.0
Gas,Terra,Molise,MASSERIA VERTICCHIO,2013.0,38733.782,ENI,3428193.0,3080800.0,3434890.0,3329189.0,3429678.0,2892291.0,3366311.0,3314058.0,3219510.0,2580891.0,3097657.0,3560314.0,38733782.0
Gas,Terra,Emilia Romagna,MIRANDOLA,2013.0,711.817,SOCIETÀ PADANA ENERGIA,61164.0,57012.0,62698.0,60015.0,60595.0,58532.0,56660.0,59984.0,59220.0,59177.0,57736.0,59024.0,711817.0
Gas,Terra,Emilia Romagna,MISANO ADRIATICO,2013.0,527.725,CANOEL ITALIA,44678.0,42819.0,42464.0,34829.0,43565.0,39058.0,42268.0,44023.0,44327.0,48237.0,49056.0,52401.0,527725.0
Gas,Terra,Emilia Romagna,MONTE CANTIERE,2013.0,106.77,AIMAG,9018.0,8230.0,9022.0,8850.0,9016.0,8860.0,9020.0,9010.0,8840.0,9018.0,8870.0,9016.0,106770.0
Gas,Terra,Marche,MONTE CASTELLANO,2013.0,2918.347,ENI,255056.0,198342.0,258786.0,242465.0,249333.0,244237.0,251234.0,245561.0,241478.0,238508.0,239547.0,253800.0,2918347.0
