Minerale,Ub,Regione,Titolo,Anno,Produzione,Operatore,Gennaio,Febbraio,Marzo,Aprile,Maggio,Giugno,Luglio,Agosto,Settembre,Ottobre,Novembre,Dicembre,Totale
Gas,Terra,Lombardia,AGNADELLO,1981.0,18440.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,AGNADELLO,1982.0,84437.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,AGNADELLO,1983.0,84168.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,AGNADELLO,1984.0,58126.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,AGNADELLO,1985.0,34270.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,AGNADELLO,1986.0,29898.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,AGNADELLO,1987.0,25877.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,AGNADELLO,1988.0,17830.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,AGNADELLO,1989.0,4751.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1980.0,40.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1981.0,43.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1982.0,56.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1983.0,43.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1984.0,91.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1985.0,16.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1986.0,12.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1987.0,268.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1988.0,189.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1989.0,78.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1990.0,63.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1991.0,33.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1992.0,119.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1993.0,9.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1994.0,87.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,ALANNO,1995.0,20.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1989.0,8800.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1990.0,12031.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1991.0,3052.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1992.0,2740.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1993.0,3966.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1994.0,2186.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1995.0,1066.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1996.0,592.0,NoName,,,,,,,,,,,,,
Gas,Terra,Veneto,ARCADE,1997.0,347.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,ARCETO,1997.0,6324.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,ARCETO,1998.0,11138.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,ARCETO,1999.0,10485.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,ARCETO,2000.0,2330.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,ARCETO,2001.0,227.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1980.0,5096.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1981.0,2471.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1982.0,3128.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1983.0,4672.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1984.0,4349.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1985.0,4005.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1986.0,2645.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1987.0,2254.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1988.0,3151.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1990.0,4487.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1991.0,3197.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1992.0,2683.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1993.0,2337.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1994.0,2093.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1995.0,1940.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1996.0,2021.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1997.0,1420.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,1999.0,2032.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,2000.0,3706.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,2001.0,681.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,2002.0,448.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BAGNOLO MELLA,2003.0,140.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BALDINA,1984.0,4497.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BALDINA,1985.0,27881.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BALDINA,1986.0,8370.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BALDINA,1987.0,11852.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BALDINA,1988.0,10538.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BALDINA,1989.0,11850.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BALDINA,1990.0,186.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1980.0,217.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1981.0,228.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1982.0,244.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1983.0,241.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1984.0,255.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1985.0,219.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1986.0,247.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1987.0,245.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1988.0,243.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1989.0,123.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1990.0,269.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1991.0,304.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1992.0,285.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1993.0,293.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1994.0,280.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1995.0,245.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1996.0,282.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1997.0,267.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1998.0,254.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,1999.0,247.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,2000.0,241.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,BARIGAZZO,2003.0,220.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,BELLANTE,1980.0,379.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,BELLANTE,1981.0,277.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,BELLANTE,1982.0,181.0,NoName,,,,,,,,,,,,,
Gas,Terra,Abruzzo,BELLANTE,1983.0,60.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1980.0,5734.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1981.0,4183.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1982.0,4108.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1983.0,2508.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1984.0,3960.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1985.0,1133.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1986.0,1842.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1987.0,1225.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1988.0,3231.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1989.0,9351.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1990.0,4921.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1991.0,7624.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1992.0,4954.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1993.0,4223.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BORDOLANO,1994.0,3170.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRAZZUTO,1988.0,11562.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRAZZUTO,1989.0,16657.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRAZZUTO,1990.0,1094.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1980.0,42599.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1981.0,37222.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1982.0,39683.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1983.0,41360.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1984.0,41152.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1985.0,34767.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1986.0,40355.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1987.0,30027.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1988.0,61175.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1989.0,127301.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1990.0,172142.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1991.0,161428.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1992.0,129991.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE,1993.0,81802.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,1994.0,130026.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,1995.0,129594.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,1996.0,137274.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,1997.0,137972.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,1998.0,124473.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,1999.0,113739.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,2000.0,113274.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,2001.0,99529.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,2002.0,87789.0,NoName,,,,,,,,,,,,,
Gas,Terra,Sicilia,BRONTE - S.NICOLA,2003.0,89117.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRUGHERIO,1980.0,7164.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRUGHERIO,1981.0,8946.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRUGHERIO,1982.0,7628.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRUGHERIO,1983.0,7502.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRUGHERIO,1984.0,5790.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,BRUGHERIO,1985.0,34.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1980.0,33.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1981.0,3.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1982.0,8.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1983.0,22.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1984.0,27.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1985.0,27.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1986.0,28.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1987.0,35.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1988.0,32.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1989.0,33.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1990.0,33.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1991.0,31.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1992.0,32.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1993.0,28.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1994.0,30.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1995.0,21.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CA' BOLDRINI,1996.0,22.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALCIANO,1984.0,6691.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALCIANO,1985.0,5520.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALCIANO,1986.0,2339.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALCIANO,2003.0,8.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALDAROSA,1996.0,665.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALDAROSA,1997.0,28808.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALDAROSA,1998.0,28935.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALDAROSA,1999.0,20548.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALDAROSA,2000.0,24552.0,NoName,,,,,,,,,,,,,
Gas,Terra,Basilicata,CALDAROSA,2001.0,4157.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1981.0,11552.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1982.0,232617.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1983.0,152235.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1984.0,201158.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1985.0,187219.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1986.0,126838.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1987.0,88077.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1988.0,50812.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CALEPPIO,1989.0,21759.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CAMERANO,1991.0,257.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CAMERANO,1992.0,1163.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CAMERANO,1993.0,1578.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CAMERANO,1994.0,541.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1980.0,460792.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1981.0,360778.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1982.0,293427.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1983.0,247930.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1984.0,243257.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1985.0,320019.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1986.0,523683.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1987.0,492071.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1988.0,496655.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1989.0,538665.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1990.0,562542.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1991.0,601633.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1992.0,578592.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1993.0,578710.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1994.0,592210.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1995.0,646422.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1996.0,601336.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1997.0,519001.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1998.0,457323.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,1999.0,415452.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,2000.0,444900.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,2001.0,457162.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,2002.0,372708.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CANDELA,2003.0,307442.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1980.0,50507.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1981.0,38330.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1982.0,48819.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1983.0,42185.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1984.0,41235.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1985.0,32240.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1986.0,17962.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1987.0,21050.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1988.0,22990.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1989.0,21710.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1990.0,19000.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1991.0,21480.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1992.0,19130.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1993.0,14440.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1994.0,16005.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1995.0,17500.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1996.0,16670.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1997.0,14550.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1998.0,14640.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,1999.0,10350.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,2000.0,21206.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,2001.0,22240.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,2002.0,15239.0,NoName,,,,,,,,,,,,,
Gas,Terra,Calabria,CAPO COLONNE,2003.0,8148.0,NoName,,,,,,,,,,,,,
Gas,Terra,Molise,CAPOBIANCO,1981.0,421.0,NoName,,,,,,,,,,,,,
Gas,Terra,Molise,CAPOBIANCO,1982.0,216.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1980.0,2247.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1981.0,2555.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1982.0,2555.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1983.0,1845.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1984.0,620.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1985.0,1161.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1986.0,1745.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1987.0,1430.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1997.0,5623.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1998.0,18708.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,1999.0,22651.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,2000.0,17543.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,2001.0,13471.0,NoName,,,,,,,,,,,,,
Gas,Terra,Lombardia,CASTEGGIO,2003.0,14906.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1983.0,36.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1984.0,40.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1985.0,42.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1986.0,41.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1987.0,19.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1988.0,15.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1989.0,46.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1990.0,46.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1991.0,52.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1992.0,52.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1993.0,52.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1994.0,111.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1995.0,180.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1996.0,269.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1997.0,287.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1998.0,329.0,NoName,,,,,,,,,,,,,
Gas,Terra,Emilia Romagna,CASTEL DELL'ALPI,1999.0,185.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1987.0,457.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1988.0,828.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1989.0,817.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1990.0,829.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1991.0,322.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1992.0,151.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1993.0,152.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1994.0,184.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1995.0,90.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1996.0,121.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1997.0,99.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1998.0,147.0,NoName,,,,,,,,,,,,,
Gas,Terra,Marche,CASTEL DI LAMA,1999.0,13.0,NoName,,,,,,,,,,,,,
Gas,Terra,Puglia,CASTELLACCIO,1980.0,17971.0,NoName,,,,,,,,,,,,,
